,EIN,URL,PHONE,HOURS
55,020567243,http://citygardenschool.org/,3146647646,"{'hours': {'monday': {'opens_at': '08:30', 'closes_at': '15:30'}, 'tuesday': {'opens_at': '08:30', 'closes_at': '15:30'}, 'wednesday': {'opens_at': '08:30', 'closes_at': '15:30'}, 'thursday': {'opens_at': '08:30', 'closes_at': '15:30'}, 'friday': {'opens_at': '08:30', 'closes_at': '15:30'}, 'saturday': {'opens_at': '00:00', 'closes_at': '00:00'}, 'sunday': {'opens_at': '00:00', 'closes_at': '00:00'}}}"
56,020568032,https://www.lssliving.org/affordable-housing/,6182335506,
57,020572671,,8163225111,
58,020601511,,,
59,020630690,http://www.victorycolumbia.com/,5734999087,
60,020635349,,6369386337,
61,020639610,,,
62,020641248,http://www.memorycarehs.org/,3146456247,"{'hours': {'monday': {'opens_at': '08:30', 'closes_at': '17:00'}, 'tuesday': {'opens_at': '08:30', 'closes_at': '17:00'}, 'wednesday': {'opens_at': '08:30', 'closes_at': '17:00'}, 'thursday': {'opens_at': '08:30', 'closes_at': '17:00'}, 'friday': {'opens_at': '08:30', 'closes_at': '17:00'}, 'saturday': {'opens_at': '00:00', 'closes_at': '00:00'}, 'sunday': {'opens_at': '00:00', 'closes_at': '00:00'}}}"
63,020643692,,3142591204,
64,020645565,,,
65,020667342,,,
66,020668138,,,
67,020676103,,,
68,020682145,http://www.lcosj.com/,8166718500,"{'hours': {'monday': {'opens_at': '00:00', 'closes_at': '24:00'}, 'tuesday': {'opens_at': '00:00', 'closes_at': '24:00'}, 'wednesday': {'opens_at': '00:00', 'closes_at': '24:00'}, 'thursday': {'opens_at': '00:00', 'closes_at': '24:00'}, 'friday': {'opens_at': '00:00', 'closes_at': '24:00'}, 'saturday': {'opens_at': '00:00', 'closes_at': '24:00'}, 'sunday': {'opens_at': '00:00', 'closes_at': '24:00'}}}"
69,020691389,,,
70,020695824,http://www.rockhavencenter.org/,6365755671,
71,020711886,,,
72,020715123,,,
73,020723962,,,
74,020727462,http://www.hopefaith.org/,8164714673,"{'hours': {'monday': {'opens_at': '06:30', 'closes_at': '14:00'}, 'tuesday': {'opens_at': '06:30', 'closes_at': '14:00'}, 'wednesday': {'opens_at': '06:30', 'closes_at': '14:00'}, 'thursday': {'opens_at': '06:30', 'closes_at': '13:00'}, 'friday': {'opens_at': '06:30', 'closes_at': '14:00'}, 'saturday': {'opens_at': '06:30', 'closes_at': '15:00'}, 'sunday': {'opens_at': '00:00', 'closes_at': '00:00'}}}"
75,020727541,,,
76,020729069,,,
77,020731227,http://www.rotary-independence-mo.org/,8164613800,"{'hours': {'tuesday': {'opens_at': '11:30', 'closes_at': '13:00'}, 'monday': {'opens_at': '00:00', 'closes_at': '00:00'}, 'wednesday': {'opens_at': '00:00', 'closes_at': '00:00'}, 'thursday': {'opens_at': '00:00', 'closes_at': '00:00'}, 'friday': {'opens_at': '00:00', 'closes_at': '00:00'}, 'saturday': {'opens_at': '00:00', 'closes_at': '00:00'}, 'sunday': {'opens_at': '00:00', 'closes_at': '00:00'}}}"
78,020739200,,,
79,020743045,http://sfgmcl.org/,5738938762,
80,020771177,,4174726658,
81,020771273,,3145353111,
82,020783393,http://www.truelightfrc.org/,8165611700,"{'hours': {'monday': {'opens_at': '00:00', 'closes_at': '24:00'}, 'tuesday': {'opens_at': '00:00', 'closes_at': '24:00'}, 'wednesday': {'opens_at': '00:00', 'closes_at': '24:00'}, 'thursday': {'opens_at': '00:00', 'closes_at': '24:00'}, 'friday': {'opens_at': '00:00', 'closes_at': '24:00'}, 'saturday': {'opens_at': '00:00', 'closes_at': '24:00'}, 'sunday': {'opens_at': '00:00', 'closes_at': '24:00'}}}"
83,020786148,,,
84,020796349,http://www.teamsaintlouis.org/file/show/22,3144926503,
85,020799767,https://www.lsem.org/,8004440514,"{'hours': {'monday': {'opens_at': '08:30', 'closes_at': '17:00'}, 'tuesday': {'opens_at': '08:30', 'closes_at': '17:00'}, 'wednesday': {'opens_at': '08:30', 'closes_at': '17:00'}, 'thursday': {'opens_at': '08:30', 'closes_at': '17:00'}, 'friday': {'opens_at': '08:30', 'closes_at': '17:00'}, 'saturday': {'opens_at': '00:00', 'closes_at': '00:00'}, 'sunday': {'opens_at': '00:00', 'closes_at': '00:00'}}}"
86,020800484,http://risetogetherministries.org/,,
87,030374478,,,
88,030413667,http://www.bmcop.com/,8167371740,
89,030415363,http://www.marianist.com/,3145331207,
90,030416506,http://madison-westmonroefpd.org/,6602913456,
91,030425187,http://www.riverrelief.org/,5734430292,"{'hours': {'monday': {'opens_at': '09:00', 'closes_at': '17:00'}, 'tuesday': {'opens_at': '09:00', 'closes_at': '17:00'}, 'wednesday': {'opens_at': '09:00', 'closes_at': '17:00'}, 'thursday': {'opens_at': '09:00', 'closes_at': '17:00'}, 'friday': {'opens_at': '09:00', 'closes_at': '17:00'}, 'saturday': {'opens_at': '00:00', 'closes_at': '00:00'}, 'sunday': {'opens_at': '00:00', 'closes_at': '00:00'}}}"
92,030433895,,8166021201,
93,030433925,,8164536144,
94,030439490,,,
95,030448470,https://www.saintlukeskc.org/locations/saint-lukes-womens-health-east?utm_source=local-listing&utm_medium=organic&utm_campaign=website-link,8162515780,"{'hours': {'monday': {'opens_at': '08:00', 'closes_at': '18:00'}, 'tuesday': {'opens_at': '08:00', 'closes_at': '18:00'}, 'wednesday': {'opens_at': '08:00', 'closes_at': '18:00'}, 'thursday': {'opens_at': '08:00', 'closes_at': '18:00'}, 'friday': {'opens_at': '08:00', 'closes_at': '17:00'}, 'saturday': {'opens_at': '00:00', 'closes_at': '00:00'}, 'sunday': {'opens_at': '00:00', 'closes_at': '00:00'}}}"
96,030449128,,4179932111,
97,030449853,https://woodhills.org/,4173365452,"{'hours': {'monday': {'opens_at': '00:00', 'closes_at': '24:00'}, 'tuesday': {'opens_at': '00:00', 'closes_at': '24:00'}, 'wednesday': {'opens_at': '00:00', 'closes_at': '24:00'}, 'thursday': {'opens_at': '00:00', 'closes_at': '24:00'}, 'friday': {'opens_at': '00:00', 'closes_at': '24:00'}, 'saturday': {'opens_at': '00:00', 'closes_at': '24:00'}, 'sunday': {'opens_at': '00:00', 'closes_at': '24:00'}}}"
98,030466709,,,
99,030479071,http://www.newlifefellowship.net/,6606462500,
100,030484119,http://stlouis-mo.gov/government/departments/public-safety/directors-office/,3146223391,
101,030494378,http://www.empa.us/,6366144072,
102,030498230,http://www.firstbcc.org/,6365378748,
103,030517083,,,
104,030520944,https://www.joyassistedliving.com/?utm_source=GMB&utm_medium=Local%20Listing,4178648805,"{'hours': {'monday': {'opens_at': '09:00', 'closes_at': '17:00'}, 'tuesday': {'opens_at': '09:00', 'closes_at': '17:00'}, 'wednesday': {'opens_at': '09:00', 'closes_at': '17:00'}, 'thursday': {'opens_at': '09:00', 'closes_at': '17:00'}, 'friday': {'opens_at': '09:00', 'closes_at': '17:00'}, 'saturday': {'opens_at': '00:00', 'closes_at': '00:00'}, 'sunday': {'opens_at': '00:00', 'closes_at': '00:00'}}}"
105,030525791,,,
106,030544032,https://www.barakchristianchurch.org/live-stream,3145212243,
107,030547722,http://remington.psdr3.org/,3142138016,
108,030549014,,,
109,030551006,http://meettheneedinc.com/,8166309006,"{'hours': {'monday': {'opens_at': '10:00', 'closes_at': '16:00'}, 'tuesday': {'opens_at': '10:00', 'closes_at': '16:00'}, 'wednesday': {'opens_at': '09:30', 'closes_at': '16:00'}, 'thursday': {'opens_at': '10:00', 'closes_at': '16:00'}, 'friday': {'opens_at': '10:00', 'closes_at': '16:00'}, 'saturday': {'opens_at': '10:00', 'closes_at': '16:00'}, 'sunday': {'opens_at': '00:00', 'closes_at': '00:00'}}}"
110,030582807,,3145355754,
111,030590980,http://www.myfirstfamily.org/,5733020223,
112,030593446,http://www.breakdownstl.org/,3145707625,"{'hours': {'monday': {'opens_at': '11:00', 'closes_at': '20:00'}, 'tuesday': {'opens_at': '11:00', 'closes_at': '20:00'}, 'wednesday': {'opens_at': '11:00', 'closes_at': '20:00'}, 'thursday': {'opens_at': '11:00', 'closes_at': '20:00'}, 'friday': {'opens_at': '11:00', 'closes_at': '20:00'}, 'saturday': {'opens_at': '00:00', 'closes_at': '00:00'}, 'sunday': {'opens_at': '00:00', 'closes_at': '00:00'}}}"
113,030596621,http://wordoflifechristianchurch.org/,3145333849,
114,042801136,,,
115,043143467,https://westplainsfd.org/,,
116,043223159,,,
117,043586854,http://www.rollanazarene.com/,5733641901,
118,043596565,,,
119,043605712,,,
120,043610881,,,
121,043613836,https://visionservealliance.org/,3149618235,
122,043621777,http://keysatthecross.org/,8163533003,
123,043623759,,5737654380,
124,043624628,,,
125,043629222,,,
126,043646197,http://lds.org/,0543939716,"{'hours': {'saturday': {'opens_at': '10:00', 'closes_at': '13:00'}, 'monday': {'opens_at': '00:00', 'closes_at': '00:00'}, 'tuesday': {'opens_at': '00:00', 'closes_at': '00:00'}, 'wednesday': {'opens_at': '00:00', 'closes_at': '00:00'}, 'thursday': {'opens_at': '00:00', 'closes_at': '00:00'}, 'friday': {'opens_at': '00:00', 'closes_at': '00:00'}, 'sunday': {'opens_at': '00:00', 'closes_at': '00:00'}}}"
127,043653166,http://www.nwicstl.com/,3144273900,
128,043656020,,,
129,043658530,http://christcovenantchurch.info/,8163090220,
130,043658537,http://www.heitspoint.com/,6606682363,"{'hours': {'monday': {'opens_at': '08:00', 'closes_at': '16:00'}, 'tuesday': {'opens_at': '08:00', 'closes_at': '16:00'}, 'wednesday': {'opens_at': '08:00', 'closes_at': '16:00'}, 'thursday': {'opens_at': '08:00', 'closes_at': '16:00'}, 'friday': {'opens_at': '08:00', 'closes_at': '16:00'}, 'saturday': {'opens_at': '00:00', 'closes_at': '00:00'}, 'sunday': {'opens_at': '00:00', 'closes_at': '00:00'}}}"
131,043661554,http://www.thegracecenter.org/contact,6364650885,
132,043668340,,5733472580,
133,043672663,,4173454658,"{'hours': {'monday': {'opens_at': '00:00', 'closes_at': '24:00'}, 'tuesday': {'opens_at': '00:00', 'closes_at': '24:00'}, 'wednesday': {'opens_at': '00:00', 'closes_at': '24:00'}, 'thursday': {'opens_at': '00:00', 'closes_at': '24:00'}, 'friday': {'opens_at': '00:00', 'closes_at': '24:00'}, 'saturday': {'opens_at': '00:00', 'closes_at': '24:00'}, 'sunday': {'opens_at': '00:00', 'closes_at': '24:00'}}}"
134,043677879,http://www.blairoaks.k12.mo.us/,5736358514,
135,043683527,,5732594909,
136,043703667,,,
137,043704634,,,
138,043708837,,,
139,043710841,,,
140,043713527,http://www.discoverlifespring.com/,6369221615,
141,043740980,,5736891700,
142,043750229,,,
143,043758866,,8163532177,
144,043770902,,5733583508,"{'hours': {'monday': {'opens_at': '10:00', 'closes_at': '16:00'}, 'tuesday': {'opens_at': '10:00', 'closes_at': '16:00'}, 'wednesday': {'opens_at': '10:00', 'closes_at': '16:00'}, 'friday': {'opens_at': '10:00', 'closes_at': '16:00'}, 'saturday': {'opens_at': '10:00', 'closes_at': '12:00'}, 'thursday': {'opens_at': '00:00', 'closes_at': '00:00'}, 'sunday': {'opens_at': '00:00', 'closes_at': '00:00'}}}"
145,043771876,,,
146,043772640,http://metro.kingcounty.gov/tops/parknride/,,
147,043779584,http://cbckl.org/,8162963600,
148,043780253,,9406585301,"{'hours': {'monday': {'opens_at': '00:00', 'closes_at': '24:00'}, 'tuesday': {'opens_at': '00:00', 'closes_at': '24:00'}, 'wednesday': {'opens_at': '00:00', 'closes_at': '24:00'}, 'thursday': {'opens_at': '00:00', 'closes_at': '24:00'}, 'friday': {'opens_at': '00:00', 'closes_at': '24:00'}, 'saturday': {'opens_at': '00:00', 'closes_at': '24:00'}, 'sunday': {'opens_at': '00:00', 'closes_at': '24:00'}}}"
149,043802214,http://fcccarthage.com/,4173584044,
150,043813283,,,
151,043826049,,,
152,043828761,,,
153,043835052,,,
154,043844141,http://www.fbcozark.org/,4175812484,
155,046088271,,,
156,050320161,,,
157,050523962,http://www.sloca.org/,3149667562,"{'hours': {'monday': {'opens_at': '09:00', 'closes_at': '15:00'}, 'tuesday': {'opens_at': '09:00', 'closes_at': '15:00'}, 'wednesday': {'opens_at': '09:00', 'closes_at': '15:00'}, 'thursday': {'opens_at': '09:00', 'closes_at': '15:00'}, 'friday': {'opens_at': '09:00', 'closes_at': '15:00'}, 'saturday': {'opens_at': '00:00', 'closes_at': '00:00'}, 'sunday': {'opens_at': '00:00', 'closes_at': '00:00'}}}"
158,050525052,https://cor.org/,9138970120,"{'hours': {'monday': {'opens_at': '00:00', 'closes_at': '24:00'}, 'tuesday': {'opens_at': '00:00', 'closes_at': '24:00'}, 'wednesday': {'opens_at': '00:00', 'closes_at': '24:00'}, 'thursday': {'opens_at': '00:00', 'closes_at': '24:00'}, 'friday': {'opens_at': '00:00', 'closes_at': '24:00'}, 'saturday': {'opens_at': '00:00', 'closes_at': '24:00'}, 'sunday': {'opens_at': '00:00', 'closes_at': '24:00'}}}"
159,050525146,https://www.claycomo.org/fire-department.html,8164524612,
160,050526622,,,
161,050527149,,,
162,050529253,http://www.canton.k12.mo.us/,5732885216,
163,050533141,http://ohfm.org/,3148351690,
164,050537854,,,
165,050549000,,6363326000,"{'hours': {'monday': {'opens_at': '08:00', 'closes_at': '17:00'}, 'tuesday': {'opens_at': '08:00', 'closes_at': '17:00'}, 'wednesday': {'opens_at': '08:00', 'closes_at': '17:00'}, 'thursday': {'opens_at': '08:00', 'closes_at': '17:00'}, 'friday': {'opens_at': '08:00', 'closes_at': '17:00'}, 'saturday': {'opens_at': '00:00', 'closes_at': '00:00'}, 'sunday': {'opens_at': '00:00', 'closes_at': '00:00'}}}"
166,050567162,,8162285301,
167,050581845,,4172642769,
168,050590533,http://sscfpd.org/,4172721510,
169,050608105,https://www.thecrossingschurch.com/,6364976909,"{'hours': {'monday': {'opens_at': '00:00', 'closes_at': '24:00'}, 'tuesday': {'opens_at': '00:00', 'closes_at': '24:00'}, 'wednesday': {'opens_at': '00:00', 'closes_at': '24:00'}, 'thursday': {'opens_at': '00:00', 'closes_at': '24:00'}, 'friday': {'opens_at': '00:00', 'closes_at': '24:00'}, 'saturday': {'opens_at': '00:00', 'closes_at': '24:00'}, 'sunday': {'opens_at': '00:00', 'closes_at': '24:00'}}}"
170,050608799,,,
171,050609868,http://watchusrise.org/,6607477990,"{'hours': {'monday': {'opens_at': '11:00', 'closes_at': '14:00'}, 'tuesday': {'opens_at': '11:00', 'closes_at': '14:00'}, 'wednesday': {'opens_at': '11:00', 'closes_at': '14:00'}, 'thursday': {'opens_at': '11:00', 'closes_at': '14:00'}, 'friday': {'opens_at': '11:00', 'closes_at': '14:00'}, 'saturday': {'opens_at': '00:00', 'closes_at': '00:00'}, 'sunday': {'opens_at': '00:00', 'closes_at': '00:00'}}}"
172,050618646,https://www.newvisiongrandview.com/,8169661033,"{'hours': {'monday': {'opens_at': '00:00', 'closes_at': '24:00'}, 'tuesday': {'opens_at': '00:00', 'closes_at': '24:00'}, 'wednesday': {'opens_at': '00:00', 'closes_at': '24:00'}, 'thursday': {'opens_at': '00:00', 'closes_at': '24:00'}, 'friday': {'opens_at': '00:00', 'closes_at': '24:00'}, 'saturday': {'opens_at': '00:00', 'closes_at': '24:00'}, 'sunday': {'opens_at': '00:00', 'closes_at': '24:00'}}}"
173,050618786,http://www.mthorebkcmo.com/,8164567531,"{'hours': {'monday': {'opens_at': '00:00', 'closes_at': '24:00'}, 'tuesday': {'opens_at': '00:00', 'closes_at': '24:00'}, 'wednesday': {'opens_at': '00:00', 'closes_at': '24:00'}, 'thursday': {'opens_at': '00:00', 'closes_at': '24:00'}, 'friday': {'opens_at': '00:00', 'closes_at': '24:00'}, 'saturday': {'opens_at': '00:00', 'closes_at': '24:00'}, 'sunday': {'opens_at': '00:00', 'closes_at': '24:00'}}}"
174,061024639,,,
175,061566569,,,
176,061671138,http://www.rbvstl.org/,3145671522,
177,061681024,,6604856133,
178,061681947,,,
179,061701680,,,
180,061702800,,,
181,061705162,https://www.mtastlouis.org/,3148750175,
182,061706771,http://www.oldcathedralstl.org/,3142313250,"{'hours': {'monday': {'opens_at': '00:00', 'closes_at': '24:00'}, 'tuesday': {'opens_at': '00:00', 'closes_at': '24:00'}, 'wednesday': {'opens_at': '00:00', 'closes_at': '24:00'}, 'thursday': {'opens_at': '00:00', 'closes_at': '24:00'}, 'friday': {'opens_at': '00:00', 'closes_at': '24:00'}, 'saturday': {'opens_at': '00:00', 'closes_at': '24:00'}, 'sunday': {'opens_at': '00:00', 'closes_at': '24:00'}}}"
183,061717260,,5734460441,
184,061750768,,,
185,061769100,http://bransonwordchurch.org/,,
186,061773985,,,
187,061779384,,4178899955,
188,061779537,http://www.lookingforanangel.org/contact.php,3144403422,
189,061781217,,,
190,061786525,,,
191,061787181,http://wcmcaa.org/,6604762185,"{'hours': {'monday': {'opens_at': '07:30', 'closes_at': '17:00'}, 'tuesday': {'opens_at': '07:30', 'closes_at': '17:00'}, 'wednesday': {'opens_at': '07:30', 'closes_at': '17:00'}, 'thursday': {'opens_at': '07:30', 'closes_at': '17:00'}, 'friday': {'opens_at': '00:00', 'closes_at': '00:00'}, 'saturday': {'opens_at': '00:00', 'closes_at': '00:00'}, 'sunday': {'opens_at': '00:00', 'closes_at': '00:00'}}}"
192,061788754,,,
193,061792027,,,
194,061802075,http://www.agapechristiancounselingservices.org/,3149949344,"{'hours': {'monday': {'opens_at': '09:00', 'closes_at': '17:00'}, 'tuesday': {'opens_at': '09:00', 'closes_at': '17:00'}, 'wednesday': {'opens_at': '09:00', 'closes_at': '17:00'}, 'thursday': {'opens_at': '09:00', 'closes_at': '17:00'}, 'friday': {'opens_at': '09:00', 'closes_at': '17:00'}, 'saturday': {'opens_at': '09:00', 'closes_at': '17:00'}, 'sunday': {'opens_at': '00:00', 'closes_at': '00:00'}}}"
195,061817097,,,
196,061820378,,,
197,061824921,http://www.clearriverministries.org/contact,8168070427,
198,061827861,http://betagammasigma.org/,3144325650,"{'hours': {'monday': {'opens_at': '08:00', 'closes_at': '16:00'}, 'tuesday': {'opens_at': '08:00', 'closes_at': '16:00'}, 'wednesday': {'opens_at': '08:00', 'closes_at': '16:00'}, 'thursday': {'opens_at': '08:00', 'closes_at': '16:00'}, 'friday': {'opens_at': '08:00', 'closes_at': '16:00'}, 'saturday': {'opens_at': '00:00', 'closes_at': '00:00'}, 'sunday': {'opens_at': '00:00', 'closes_at': '00:00'}}}"
199,061838897,,3144227808,
200,110607931,http://newlifecity.church/,8164217729,"{'hours': {'monday': {'opens_at': '00:00', 'closes_at': '24:00'}, 'tuesday': {'opens_at': '00:00', 'closes_at': '24:00'}, 'wednesday': {'opens_at': '00:00', 'closes_at': '24:00'}, 'thursday': {'opens_at': '00:00', 'closes_at': '24:00'}, 'friday': {'opens_at': '00:00', 'closes_at': '24:00'}, 'saturday': {'opens_at': '00:00', 'closes_at': '24:00'}, 'sunday': {'opens_at': '00:00', 'closes_at': '24:00'}}}"
201,112535851,,,
