N64Z,"TO PROMOTE SOCCER IN SOUTHWEST MISSOURI THROUGH INSTRUCTIONAL, RECREATIONAL, COMPETITIVE LEAGUES AND TOURNAMENTS."
P81Z,TO PROVIDE SERVICES FOR THE ELDERLY AND DISABLED.
B90,"THE LEAN LAB IS A KANSAS CITY-BASED COMMUNITY THAT LAUNCHES TRANSFORMATIONAL EDUCATION INNOVATIONS THAT HAVE NATIONAL IMPACT. THE LEAN LAB CATALYZES, SUPPORTS, AND DEVELOPS EDUCATION INNOVATORS WHO BUILD TRANSFORMATIONAL EDUCATION SOLUTIONS IN THE FORM OF TECHNOLOGIES, SERVICES, AND NEW SCHOOL MODELS."
B90,"THE LEAN LAB IS A KANSAS CITY-BASED COMMUNITY THAT LAUNCHES TRANSFORMATIONAL EDUCATION INNOVATIONS THAT HAVE NATIONAL IMPACT. THE LEAN LAB CATALYZES, SUPPORTS, AND DEVELOPS EDUCATION INNOVATORS WHO BUILD TRANSFORMATIONAL EDUCATION SOLUTIONS IN THE FORM OF TECHNOLOGIES, SERVICES, AND NEW SCHOOL MODELS."
S30,To be a catalyst for technology startup companies in St. Louis.
X99,TO CONDUCT SUPPORT GROUPS FOR MEN AND WOMEN WRESTLING WITH UNWANTED SAME GENDER ATTRACTIONS AND/OR PROBLEMS WITH PORNOGRAPHY OR UNWANTED SEXUAL ATTRACTIONS.
X99,TO CONDUCT SUPPORT GROUPS FOR MEN AND WOMEN WRESTLING WITH UNWANTED SAME GENDER ATTRACTIONS AND/OR PROBLEMS WITH PORNOGRAPHY OR UNWANTED SEXUAL ATTRACTIONS.
T20,THE MISSION OF THE LINSCOMB FOUNDATION IS TO SUPPORT THE LIVES OF CHILDREN (DEFINED AS AGES BIRTH TO 18) WHO THROUGH NO FAULT OF THEIR OWN CANNOT HELP THEMSELVES.
T20,THE MISSION OF THE LINSCOMB FOUNDATION IS TO SUPPORT THE LIVES OF CHILDREN (DEFINED AS AGES BIRTH TO 18) WHO THROUGH NO FAULT OF THEIR OWN CANNOT HELP THEMSELVES.
X21,TO PROCLAIM THE GOSPEL OF JESUS CHRIST TO YOUTH AND YOUNG ADULTS THROUGH CREATIVE AND CULTURALLY CURRENT MEANS.
I80,Heart of Missouri CASA is an organization of volunteer advocates who stand up for abused and neglected children in court to help them find a safe and permanent home.
B20,"THE MISSION OF VICTORY CHRISTIAN ACADEMY, IN PARTNER WITH CHRISTIAN PARENTS, IS TO PROVIDE A LOVING CHRIST CENTERED ENVIRONMENT OF EDUCATIONAL EXCELLENCE SO THAT THE STUDENTS MAY DEVELOP THEIR GIFTS, KNOWLEDGE, SKILLS AND ENERGIES TO BECOME SERVANTS AND LEADERS FOR THE KINGDOM OF GOD."
P82,GROWING GREENS TO FULFILL THE DREAMS OF PEOPLE WITH SPECIAL NEEDS
P30,Educational programs aimed at youth development
T70,Support a named public charity. See Statement #1.
L22,TO PROVIDE LOW INCOME HOUSING FOR THE ELDERLY. SEE SCHEDULE O FOR SUMMARY OF LSS CONSOLIDATED OPERATIONS.
P99,TO PROVIDE RELIEF FOR THE POOR AND INTERNATIONAL RELIEF IN EMERGENCIES.
P99,"THE NATIONAL COUNCIL OF THE UNITED STATES, SOCIETY OF ST. VINCENT DE PAUL SERVES MEMBERS OF ST. VINCENT DE PAUL COUNCILS AND CONFERENCES BY PROVIDING TRAINING, RESOURCES AND SPIRITUAL DIRECTION, SO THAT THEY MAY EFFECTIVELY SERVE NEIGHBORS IN NEED IN THEIR COMMUNITIES."
G41Z,The mission of the Delta Gamma Center for Children with Visual Impairments is to help children who are blind or visually impaired reach their full potential through family-centered and specialized services and support.
T70J,SUPPORT THE WARRENSBURG MO R-VI SCHOOL DISTRICT AND ITS STUDENTS
A80Z,PRESERVATION AND RESTORATION OF THE CATHEDRAL.
J33Z,OPERATE & ADMINISTER A SHELTERED WORKSHOP.
O50,EMPOWERS PROMISING STUDENTS FROM ECONOMICALLY DISADVANTAGED BACKGROUNDS TO ACHIEVE BACHELOR'S DEGREES AND FULFILLING CAREERS.
B77Z,"The mission of the Black Archives of Mid-America, Inc. in Kansas City, is to collect, preserve and make available to the public materials documenting the social, economic, political and cultural histories of persons of African American descent in the central United States, with particular emphasis in the Kansas City, Missouri region. Black Archives of Mid-America is an educational resource and provides access to its collections for research, exhibition and publication to honor our community heritage and to catalyze public awareness."
P280,"STRENGTHEN CHILDREN, FAMILIES AND COMMUNITIES THROUGH NEIGHBORHOOD CENTERED, FAITH-BASED, LIFE-CHANGING PROGRAMS THAT HELP CREATE HOPE, HEALTH AND INDEPENDENCE"
B90Z,"THE ORGANIZATION SERVES AS THE GOVERNING BODY FOR NATIONAL AND REGIONAL INTERCOLLEGIATE MOCK TRIAL COMPETITIONS. THROUGH ENGAGING IN TRIAL SIMULATIONS IN COMPETITION WITH TEAMS FROM OTHER INSTITUTIONS, STUDENTS DEVELOP CRITICAL THINKING AND PUBLIC SPEAKING SKILLS, AS WELL AS KNOWLEDGE OF LEGAL PRACTICES AND PROCEDURES. DURING THE 2016-2017 FISCAL YEAR, THE ORGANIZATION HELD 25 REGIONAL AND 9 NATIONAL MOCK TRIAL TOURNAMENTS WITH OVER 4,500 STUDENTS IN 592 TEAMS FROM 334 SCHOOLS."
B90Z,"THE ORGANIZATION SERVES AS THE GOVERNING BODY FOR NATIONAL AND REGIONAL INTERCOLLEGIATE MOCK TRIAL COMPETITIONS. THROUGH ENGAGING IN TRIAL SIMULATIONS IN COMPETITION WITH TEAMS FROM OTHER INSTITUTIONS, STUDENTS DEVELOP CRITICAL THINKING AND PUBLIC SPEAKING SKILLS, AS WELL AS KNOWLEDGE OF LEGAL PRACTICES AND PROCEDURES. DURING THE 2017-2018 FISCAL YEAR, THE ORGANIZATION HELD 27 REGIONAL AND 9 NATIONAL MOCK TRIAL TOURNAMENTS WITH OVER 5825 STUDENTS IN 651 TEAMS FROM 400 SCHOOLS."
S31Z,"HISTORIC CLARKSVILLE, INC. EXISTS TO PURCHASE AND RESTORE BUILDINGS LOCATED IN THE MAINSTREET AREA OF CLARKSVILLE MO. THE ORGANIZTION STRIVES TO REVIVE THE ECONOMIC BASE OF CLARKSVILLES DOWNTOWN AREA AND TO PROMOTE BUSINESS THROUGH THE RENOVATION OF BUILDINGS."
S31Z,"HISTORIC CLARKSVILLE, INC. EXISTS TO PURCHASE AND RESTORE BUILDINGS LOCATED IN THE MAINSTREET AREA OF CLARKSVILLE MO. THE ORGANIZTION STRIVES TO REVIVE THE ECONOMIC BASE OF CLARKSVILLES DOWNTOWN AREA AND TO PROMOTE BUSINESS THROUGH THE RENOVATION OF BUILDINGS."
P750,The Cape Girardeau Council on Aging provides congregate and home delivery meals for persons 60 years and older. They also provide socialization activities for persons 60 years and older. The Lindenwood Apartments provides low income housing for senior citizens.
N67,Year-round competitive swim and dive team
E113,SUPPORT EFFORTS OF THE SOCIAL WELFARE BOARD CLINIC IN PROVIDING QUALITY MEDICAL AND DENTAL CARE TO THE INDIGENT PERSONS LIVING IN BUCHANAN COUNTY MISSOURI.
F300,"HELPING INDIVIDUALS AND FAMILIES TO A BRIGHTER FUTURE THROUGH COUNSELING, SUICIDE PREVENTION AND INTERVENTION, AND COMMUNITY SUPPORT PROGRAMS."
N63Z,SEE SCHEDULE O
N63Z,SEE SCHEDULE O
O20Z,"Provided a safe place for area youth to use as a recreational facility and to conduct educational reinforcement classes for ""at risk"" youth"
B24Z,EDUCATION
L20Z,"TO WORK IN PARTNERSHIP WITH GOD AND PEOPLE EVERYWHERE TO DEVELOP COMMUNITIES WITH PEOPLE IN NEED BY BUILDING AND RENOVATING HOUSES SO THAT THEY ARE SAFE, DECENT, AFFORDABLE HOUSES IN WHICH EVERY PERSON CAN EXPERIENCE GOD'S LOVE AND CAN LIVE AND GROW INTO ALL THAT GOD INTENDS."
B25I,MISSION IS TO RAISE FUNDS THROUGH VARIOUS ACTIVITIES IN ORDER TO SUPPORT THE HILLCREST HIGH SCHOOL BAND BOOSTER.
B25I,MISSION IS TO RAISE FUNDS THROUGH VARIOUS ACTIVITIES IN ORDER TO SUPPORT THE HILLCREST HIGH SCHOOL BAND BOOSTER.
X90,RELIGION AND EDUCATION IN LATIN AMERICA
L20,"PROVIDE LOW-RENT HOUSING TO SENIOR RESIDENTS OF MARSHFIELD, MO AND THE SURROUNDING AREA."
L20,"PROVIDE LOW-RENT HOUSING TO SENIOR RESIDENTS OF MARSHFIELD, MO AND THE SURROUNDING AREA."
I72,TO PROVIDE FORENSIC INTERVIEWS OF CHILDREN ALLEGED TO HAVE BEEN ABUSED AND TO PROVIDE SUPPORT AND EDUCATION TO THEIR CARETAKERS.
J33Z,"ESTABLISH, OPERATE, AND ADMINISTER A SHELTERED WORKSHOP WHICH, EXCEPT FOR ITS STAFF, WILL EMPLOY ONLY HANDICAPPED PERSONS."
J33Z,"ESTABLISH, OPERATE, AND ADMINISTER A SHELTERED WORKSHOP WHICH, EXCEPT FOR ITS STAFF, WILL EMPLOY ONLY HANDICAPPED PERSONS."
X20,BOLDLY DECLARING YSHUA AS MESSIAH. URGENTLY EQUIPPING BELIEVERS IN JESUS TO DO THE SAME! MISSION SOCIETY IN THAT WE ARE GOING AND GIVING THE GOSPEL WHEREVER WE GO; PUBLIC EVENTS AND PLACES GIVING PRESENTATIONS.
B21Z,THE MISSION OF FORSYTH SCHOOL IS TO PROVIDE CHILDREN WITH A SUPPORTIVE ATMOSPHERE AND OPPORTUNITIES FOR SUCCESS IN ORDER THAT THEY MAY DEVELOP SELF-CONFIDENCE AND A LOVE OF LEARNING.
E03,The Missouri Center for Nursing provides opportunities for collaboration among nursing and health stakeholders to advance a culture of health for all Missourians.
U41,"TO FOSTER INNOVATION AND TALENT THROUGH HACKATHONS. THE ORGANIZATION'S HACKATHONS BRING TOGETHER DEVELOPERS, DESIGNERS, AND ENTREPRENEURS TO SOLVE REAL-WORLD TECHNOLOGY PROBLEMS FOR REAL-WORLD CUSTOMERS."
E91Z,"THE MISSION OF MOTHER OF GOOD COUNSEL HOME IS TO MAKE CHRIST'S MERCIFUL LOVE VISIBLE TO ALL THEY SERVE - WHETHER IT IS A RESIDENT, A STAFF MEMBER, OR A VISITOR. LOVE OF GOD AND LOVE OF NEIGHBOR, IN THE SPIRIT OF THEIR PATRON, ST. FRANCIS OF ASSISI, IS THE SPIRIT THAT GUIDES THEIR WORK."
E91Z,"THE MISSION OF MOTHER OF GOOD COUNSEL HOME IS TO MAKE CHRIST'S MERCIFUL LOVE VISIBLE TO ALL THEY SERVE - WHETHER IT IS A RESIDENT, A STAFF MEMBER, OR A VISITOR. LOVE OF GOD AND LOVE OF NEIGHBOR, IN THE SPIRIT OF THEIR PATRON, ST. FRANCIS OF ASSISI, IS THE SPIRIT THAT GUIDES THEIR WORK."
E20,"REMOVING BARRIERS TO FITNESS AND IMPROVING QUALITY OF LIFE, REGARDLESS OF ABILITY OR IMPAIRMENT."
S31Z,"The Clayton Century Foundation serves as a nonprofit partner to the City of Clayton to catalyze the community's passion for excellence through private investment in Art, History, Parks and Sustainability."
N30,"The mission of Trailspring Inc. is to improve the health and activity level of the Springfield area by creating and maintaining a network of multi-use trails. Through this network, provide measurable economic impact in order to engage community enterprises to contribute to the education and construction of this network and further perpetuate the health of the community."
X20,"AS A DEDICATED, CHRIST-LIKE TEAM WE WILL PROVIDE A CHRISTIAN SETTING IN WHICH LIFE CHANGING EXPERIENCES MAY OCCUR FOR ALL INVOLVED. THE PURPOSES FOR WHICH THIS CORPORATION IS FORMED ARE TO OWN, ESTABLISH AND MAINTAIN IN PERPETUITY CONFERENCE, RECREATIONAL, AND OTHER FACILITIES, THAT RESPOND TO THE NEEDS OF CONTEMPORARY SOCIETY AND ARE CONSISTENT WITH CHRISTIAN FAMILY VALUES,AND ANY OTHER PURPOSES CONSISTENT WITH ""THE MISSOURI NONPROFIT CORPORATION ACT."""
P80,"TO ASSIST INDIVIDUALS WITH DISABILITIES ACHIEVE THEIR GOALS AND LEAD A MORE INDEPENDENT LIFESTYLE PRIMARILY IN THE PHELPS, PULASKI, AND LACLEDE COUNTIES."
P80,"TO ASSIST INDIVIDUALS WITH DISABILITIES ACHIEVE THEIR GOALS AND LEAD A MORE INDEPENDENT LIFESTYLE PRIMARILY IN THE PHELPS, PULASKI, AND LACLEDE COUNTIES."
A26,The mission of the Arts Council of Metropolitan Kansas City is to unleash the power of the arts.
F60,"RACHEL HOUSE PROVIDES PHYSICAL, EMOTIONAL, AND SPIRITUAL SUPPORT FOR WOMEN EXPERIENCING UNPLANNED PREGNANCIES."
F60,"RACHEL HOUSE PROVIDES PHYSICAL, EMOTIONAL, AND SPIRITUAL SUPPORT FOR WOMEN EXPERIENCING UNPLANNED PREGNANCIES."
N31,"See Schedule O.IT IS THE MISSION OF THE CHESS CLUB AND SCHOLASTIC CENTER OF SAINT LOUIS, AN EDUCATIONAL ORGANIZATION, TO MAINTAIN A FORMAL PROGRAM OF INSTRUCTION TO TEACH THE GAME OF CHESS AND TO PROMOTE AND SUPPORT ITS EDUCATIONAL PROGRAM THROUGH COMMUNITY OUTREACH AND LOCAL, NATIONAL, and international PARTNERSHIPS TO INCREASE THE AWARENESS OF THE EDUCATIONAL VALUE OF CHESS."
U500,"IMPROVE THE HUMAN CONDITION THROUGH PLANT SCIENCE/RESEARCH: FEED THE HUNGRY AND IMPROVE HUMAN HEALTH, PRESERVE AND RENEW OUR ENVIRONMENT AND ENHANCE OUR REGION'S ECONOMY."
L200,TO PROVIDE SERVICES TO HANDICAPPED PERSONS.
S30Z,PROMOTE ECONOMIC DEVELOPMENT IN CALLAWAY COUNTY
S30Z,PROMOTE ECONOMIC DEVELOPMENT IN CALLAWAY COUNTY
Q33,Reduce poverty in developing countries by paying Prosperity Wages for artisan products. This unique model creates a cycle of entrepeneur driven growth resulting in permanent financial independence for the artists.
F22,To promote balanced and responsible independent living of homeless persons who have experienced chemical dependency by providing substance abuse treatment and housing.
N63Z,COMMUNITY BASEBALL/SOFTBALL/SOCCER
F50,PROMOTE HEALTHY BABIES AND FAMILIES.
L41,TO PROVIDE A RESIDENTIAL FACILITY FOR TROUBLED YOUTHS.
L41,TO PROVIDE A RESIDENTIAL FACILITY FOR TROUBLED YOUTHS.
D200,"TO RESCUE STRAY ANIMALS IN NEED OF MEDICAL ATTENTION, RESTORE THEM TO HEALTH AND PLACE THEM IN LOVING ADOPTIVE HOMES."
D200,"TO RESCUE STRAY ANIMALS IN NEED OF MEDICAL ATTENTION, RESTORE THEM TO HEALTH AND PLACE THEM IN LOVING ADOPTIVE HOMES."
E200,"ADDRESSING THE COMMUNITY NEED FOR MORE SHORT-TERM MENTAL HEALTH SERVICES BY SERVING PATIENTS SUFFERING FROM MENTAL ILLNESS AND PSYCHIATRIC DISORDERS IN ST. LOUIS, MO METRO AREA."
E200,"ADDRESSING THE COMMUNITY NEED FOR MORE SHORT-TERM MENTAL HEALTH SERVICES BY SERVING PATIENTS SUFFERING FROM MENTAL ILLNESS AND PSYCHIATRIC DISORDERS IN ST. LOUIS, MO METRO AREA."
B82,"THE CORPORATION IS ORGANIZED, AND SHALL BE OPERATED, EXCLUSEIVELY FOR RELIGIOUS, CHARITABLE, SCIENTIFIC, LITERARY AND EDUCATIONAL PURPOSES WITHIN THE MEANING OF SECTION 501(C)(3) OF THE INTERNAL REVENUE CODE OF 1986, AS AMENDED (OR THE CORRESPONDING PROVISION OF ANY FUTURE UNITED STATES INTERNAL REVENUE LAW), INCLUDING, FOR SUCH PURPOSES, AS TO PROVIDE SCHOLARSHIP, EDUCATIONAL OPPORTUNITIES, AND EDUCATIONAL FACILITIES TO MEMBERS OF RHO CHAPTER OF SIGMA NU FRATERNITY."
P33Z,"TO NURTURE, EDUCATE, AND INSPIRE CHILDREN IN AN INCLUSIVE ENVIRONMENT."
P33Z,GCC PROVIDES RECREATIONAL AND TUTORIAL SERVICES FOR CHILDREN AGES 5 THOUGH 12. OUR SERVICES TAKE PLACE BEFORE AND AFTER SCHOOL HOURS. 192 STUDENTS WERE ENROLLED IN THE PROGRAM DURING THE 2016-17 SCHOOL YEAR.
E210,THE ORGANIZATION IS THE PARENT OF THE SSM HEALTH SYSTEM. THE ORGANIZATION PROVIDES MANAGEMENT AND CENTRALIZED SUPPORT SERVICES TO THE HOSPITALS AND OTHER HEALTH CARE ORGANIZATIONS WITHIN THE SYSTEM.
N11,"TO PROMOTE AND SUPPORT THE MARSHALL HIGH SCHOOL AND BUEKER MIDDLE SCHOOL STUDENTS AND ACTIVITIES; TO DEVELOP ""OWL PRIDE"" BY SUPPORTING THE STUDENTS, THE SCHOOL AND THE COMMUNITY WITH ACTIVE INVOLVEMENT AND PROMOTE THE GENERAL WELFARE OF PROGRAMS BETWEEN THE SCHOOL AND THE COMMUNITY."
